0,362,980
00,497
0,600,499
0,600,495
0,600,503
0,600,500
0,600,510
0,600,509
0,2252,574
0,2252,571
513
0,600,503
0,600,507
0,600,497
0,600,499
0,600,495
0,600,503
0,600,500
0,600,510
0,600,509
0,2252,574
0,2252,571
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,0
0,750,94
0,750,307
0,750,448
0,750,524
0,1094,555
0,1094,539
0,1094,510
0,1094,478
0,1094,444
0,1094,412
0,1094,396
0,1094,386
0,1094,389
0,1094,387
0,1094,386
0,1094,393
0,1094,394
0,1094,393
0,1094,394
0,1094,396
0,1094,398
0,1094,394
0,1094,392
0,1094,394
0,1094,395
0,1094,392
0,1094,392
0,1094,392
0,1094,393
0,1094,390
91,656,384
91,656,384
91,656,375
91,656,375
91,656,380
91,656,404
91,656,328
91,656,151
91,656,192
90,738,499
90,738,968
90,738,969
90,738,971
90,738,973
90,738,971
90,738,971
90,738,968
90,738,970
90,738,968
90,738,969
90,738,968
90,738,239
90,738,0
90,738,0
90,738,0
90,738,0
90,738,0
90,738,262
90,738,575
93,442,885
93,442,918
93,442,893
93,442,840
93,442,781
93,442,732
93,442,697
93,442,680
93,442,678
93,442,675
93,442,673
93,442,667
93,442,669
93,442,668
93,442,657
93,442,646
93,442,642
93,442,635
93,442,626
93,442,625
93,442,623
93,442,624
93,442,617
93,442,607
93,442,593
93,442,567
93,442,513
93,442,446
93,442,377
93,442,323
93,442,296
93,442,329
93,442,386
93,442,435
93,442,479
93,442,504
93,442,516
93,442,514
93,442,514
93,442,512
93,442,505
93,442,499
93,442,503
93,442,516
93,442,532
93,442,541
93,442,546
93,442,553
93,442,540
93,442,529
93,442,519
93,442,509
93,442,497
93,442,492
93,442,497
93,442,493
93,442,495
93,442,493
93,442,493
93,442,494
93,442,490
93,442,484
93,442,487
93,442,487
93,442,484
93,442,484
93,442,491
93,442,504
93,442,502
93,442,504
93,442,505
93,442,507
93,442,500
93,442,501
93,442,505
93,442,509
93,442,508
93,442,505
93,442,510
93,442,515
93,442,509
93,442,504
93,442,507
93,442,506
93,442,502
93,442,501
93,442,504
93,442,511
93,442,508
93,442,505
93,442,502
93,442,507
93,442,503
93,442,501
93,442,501
93,442,496
93,442,489
93,442,486
93,442,495
93,442,496
0,600,508
0,600,508
0,600,508
0,600,504
0,600,509
0,600,509
0,600,508
0,600,504
0,600,501
0,600,500
0,600,495
0,600,491
0,600,493
0,600,496
0,600,486
0,600,485
0,600,490
0,600,494
0,600,492
0,600,491
0,600,497
0,600,501
0,600,494
0,600,492
0,600,494
0,600,493
0,600,491
0,600,485
0,600,485
0,600,488
0,600,487
0,600,485
0,600,489
0,600,494
0,600,493
0,600,495
0,600,504
0,600,507
0,600,504
0,600,499
0,600,496
0,600,498
0,600,496
0,600,496
0,600,497
0,600,501
0,600,500
0,600,499
0,600,496
0,600,501
0,600,503
0,600,500
0,600,503
0,600,505
0,600,506
0,600,501
0,600,499
0,600,504
0,600,505
0,600,505
0,600,505
0,600,511
0,600,512
0,600,514
0,600,514
0,600,519
0,600,516
0,600,512
0,600,507
0,600,504
0,600,502
0,600,497
0,600,496
0,600,500
0,600,498
0,600,500
0,600,498
0,600,503
0,600,499
0,600,496
0,600,495
0,600,500
0,600,500
0,600,500
0,600,497
0,600,501
0,600,502
0,600,504
0,600,502
0,600,509
0,600,507
0,600,505
0,600,503
0,600,505
0,600,504
0,600,497
0,600,495
0,600,499
0,600,501
0,600,500
0,600,497
0,600,500
0,600,506
0,600,503
0,600,497
0,600,495
0,600,500
0,600,502
0,600,497
0,600,495
0,600,501
0,600,501
0,600,499
0,600,503
0,600,503
0,600,507
0,600,501
0,600,497
0,600,496
0,600,497
0,600,499
0,600,501
0,600,504
0,600,507
0,600,507
0,600,515
0,600,523
0,600,524
0,600,520
0,600,443
0,600,476
0,600,501
0,600,516
0,600,521
0,600,519
0,600,517
0,600,518
0,600,511
0,600,510
0,600,501
0,600,504
0,600,507
0,600,504
0,600,503
0,600,507
0,600,516
0,600,522
0,600,530
0,600,540
0,600,542
0,600,540
0,600,531
0,600,528
0,600,524
0,600,515
0,600,510
0,600,511
0,600,512
0,600,514
0,600,521
0,600,534
0,600,540
0,600,541
0,600,534
0,600,532
0,600,520
0,600,513
0,600,503
0,600,503
0,600,507
0,600,507
0,600,510
0,600,513
0,600,519
0,600,522
0,600,520
0,600,523
0,600,521
0,600,509
0,600,500
0,600,499
0,600,500
0,600,496
0,600,493
0,600,494
0,600,498
0,600,499
0,600,498
0,600,502
0,600,504
0,600,504
0,600,503
0,600,504
0,600,503
0,600,509
0,600,510
0,600,515
0,600,520
0,600,524
0,600,521
0,600,518
0,600,514
0,600,512
0,600,509
0,600,508
0,600,507
0,600,517
0,600,516
0,600,523
0,600,521
0,600,524
0,600,519
0,600,514
0,600,511
0,600,510
0,600,504
0,600,501
0,600,500
0,600,505
0,600,500
0,600,497
0,600,495
0,600,497
0,600,498
0,600,494
0,600,496
0,600,498
0,600,500
0,600,494
0,600,495
0,600,494
0,600,492
0,600,486
0,600,489
0,600,493
0,600,494
0,600,487
0,600,486
0,600,488
0,600,489
0,600,485
